도로명주소,지번주소,위도,경도
서울특별시 강북구 삼양로173가길 69,,37.66143109,127.0088094
서울특별시 강북구 삼양로88가길 20,,37.63602653,127.017984
서울특별시 강북구 한천로 932,,37.63452066,127.0364489
서울특별시 강북구 도봉로96길 27,,37.64018126,127.0300987
서울특별시 강북구 월계로21나길 51,,37.61651986,127.037791
서울특별시 강북구 노해로32길 19-21,,37.64555071,127.0256323
서울특별시 강북구 인수봉로12길 60,,37.62296315,127.0160146
서울특별시 강북구 삼양로138길 24,,37.64893353,127.0152419
서울특별시 강북구 삼양로74길 31,,37.62984154,127.0196853
서울특별시 강북구 도봉로53가길 16,,37.62709059,127.0215227
서울특별시 강북구 솔매로50길 73,,37.62325396,127.0282906
서울특별시 강북구 삼양로159가길 31,,37.65651479,127.0124333
서울특별시 강북구 인수봉로32길 12-6,,37.63033724,127.0142861
서울특별시 강북구 솔매로7가길 18,,37.62564648,127.0147218
서울특별시 강북구 삼양로20나길 40-11,,37.6165977,127.0242087
서울특별시 강북구 인수봉로 235-7,,37.64001673,127.011337
서울특별시 강북구 도봉로78길 65,,37.63399453,127.0272219
서울특별시 강북구 덕릉로30길 15-3,,37.63412542,127.0256113
서울특별시 강북구 삼양로102길 42,,37.63989505,127.0194401
서울특별시 강북구 한천로 1001,,37.637809,127.0297895
서울특별시 강북구 한천로120길 29,,37.6358376,127.0366246
서울특별시 강북구 삼양로38라길 10(2),,37.62111464,127.0223599
서울특별시 강북구 인수봉로84길 40-4,,37.64680464,127.0127883
서울특별시 강북구 노해로36길 18,,37.64565845,127.0255855
서울특별시 강북구 오현로6길 49,,37.61429787,127.0327112
서울특별시 강북구 한천로170길 51,,37.64803414,127.0186874
서울특별시 강북구 삼양로74다길 2,,37.63019751,127.0213234
서울특별시 강북구 삼양로173길 71-8,,37.66165356,127.0084777
서울특별시 강북구 삼양로87길 24-10,,37.63561008,127.0166638
서울특별시 강북구 삼양로155길 25,,37.65656335,127.0117753
서울특별시 강북구 한천로124다길 80,,37.63997887,127.0295914
서울특별시 강북구 월계로21가길 54,,37.61587705,127.0374142
서울특별시 강북구 삼양로20나길 46-33,,37.6168051,127.0242286
서울특별시 강북구 인수봉로12가길 8,,37.62352102,127.0148404
서울특별시 강북구 오현로25마길 65,,37.62662536,127.0328689
서울특별시 강북구 덕릉로30길 9,,37.63434015,127.0254272
서울특별시 강북구 솔매로41길 37-10,,37.62749666,127.0226843
서울특별시 강북구 도봉로28길 51,,37.62109917,127.0314224
서울특별시 강북구 한천로124가길 25,,37.63769402,127.0311507
서울특별시 강북구 인수봉로32길 26,,37.63047994,127.0151906
서울특별시 강북구 솔매로10길 19,,37.62458388,127.0137162
서울특별시 강북구 노해로36길 8,,37.64595258,127.0251964
서울특별시 강북구 인수봉로72길 15,,37.6424172,127.0117812
서울특별시 강북구 노해로33길 70,,37.64736025,127.0210872
서울특별시 강북구 삼양로 292,,37.62947719,127.0181267
서울특별시 강북구 삼양로102길 26,,37.64003186,127.0185545
서울특별시 강북구 한천로 1009,,37.63831639,127.0290351
서울특별시 강북구 삼양로155길 39,,37.65717266,127.0113706
서울특별시 강북구 삼양로38라길 10(1),,37.62111464,127.0223599
서울특별시 강북구 인수봉로84길 33,,37.64683707,127.0123573
서울특별시 강북구 솔샘로64나길 42-9,,37.61679522,127.0252142
서울특별시 강북구 오현로6길 23,,37.6154131,127.0324589
서울특별시 강북구 오현로21길 132-5,,37.62721097,127.0328613
서울특별시 강북구 덕릉로28길 9,,37.63425845,127.0242613
서울특별시 강북구 삼양로169길 84,,37.66110542,127.008655
서울특별시 강북구 삼양로 359,,37.63547862,127.0171074
서울특별시 강북구 덕릉로 187-8,,37.63617985,127.0343994
서울특별시 강북구 한천로124다길 61,,37.63938936,127.0302222
서울특별시 강북구 월계로21가길 37,,37.61518957,127.0370832
서울특별시 강북구 한천로150길 20,,37.64343506,127.0236656
서울특별시 강북구 인수봉로12길 34,,37.62308876,127.0148688
서울특별시 강북구 한천로162길 25-15,,37.64683938,127.0191223
서울특별시 강북구 삼양로69길 10,,37.62869504,127.0172533
서울특별시 강북구 솔매로41길 7,,37.6260085,127.0235987
서울특별시 강북구 도봉로28나길 13,,37.62049702,127.0316115
서울특별시 강북구 삼양로155길 37-16,,37.65735721,127.0108128
서울특별시 강북구 인수봉로30길 32-5,,37.62998574,127.0153557
서울특별시 강북구 솔매로10길 10,,37.62500836,127.0138353
서울특별시 강북구 솔샘로 287,,37.61851003,127.0244669
서울특별시 강북구 인수봉로72길 41,,37.64277044,127.0130796
서울특별시 강북구 오현로25길 54,,37.62780776,127.0353233
서울특별시 강북구 덕릉로28길 27,,37.63336661,127.0242843
서울특별시 강북구 노해로17길 66-3,,37.64057974,127.0183434
서울특별시 강북구 한천로131길 29,,37.63806556,127.0270216
서울특별시 강북구 덕릉로 193-8,,37.6363916,127.0349519
서울특별시 강북구 솔샘로53길 20,,37.61968514,127.0227411
서울특별시 강북구 삼양로123가길 39,,37.64642985,127.0121474
서울특별시 강북구 한천로150길 37,,37.6439756,127.0247463
서울특별시 강북구 오현로 16-3,,37.61628302,127.0319606
서울특별시 강북구 한천로 1164,,37.64777907,127.0161864
서울특별시 강북구 삼양로69길 24,,37.62841,127.016566
서울특별시 강북구 삼양로169길 70,,37.66128307,127.0094234
서울특별시 강북구 삼양로95길 17,,37.63802723,127.0169493
서울특별시 강북구 삼양로159가길 9,,37.65739002,127.0125804
서울특별시 강북구 한천로124다길 20,,37.63823394,127.0321634
서울특별시 강북구 월계로21가길 64,,37.61615662,127.0374445
서울특별시 강북구 솔샘로60가길 14,,37.61764799,127.0259167
서울특별시 강북구 인수봉로12길 19,,37.62347932,127.0141613
서울특별시 강북구 오현로25길 69,,37.62724437,127.0347414
서울특별시 강북구 덕릉로28길 59,,37.63210012,127.0247654
서울특별시 강북구 솔매로39길 6,,37.62578158,127.0233977
서울특별시 강북구 도봉로28나길 21,,37.62009141,127.0315941
서울특별시 강북구 덕릉로 199,,37.63644183,127.0355857
서울특별시 강북구 인수봉로28나길 1,,37.62958398,127.0136389
서울특별시 강북구 솔매로 16,,37.62510992,127.0141285
서울특별시 강북구 노해로 116,,37.64549669,127.0245451
서울특별시 강북구 인수봉로72길 71,,37.64343132,127.0145326
서울특별시 강북구 삼양로130길 9-21,,37.64765345,127.0151681
서울특별시 강북구 삼양로69길 48,,37.62749317,127.015751
서울특별시 강북구 삼양로102길 16-1,,37.63994588,127.0179665
서울특별시 강북구 오패산로 402,,37.63686203,127.0274905
서울특별시 강북구 삼양로159가길 25,,37.65673167,127.0125097
서울특별시 강북구 솔샘로53길 4,,37.61910318,127.0231905
서울특별시 강북구 인수봉로82길 25,,37.64596156,127.0121762
서울특별시 강북구 솔샘로60길 46,,37.61721881,127.0230452
서울특별시 강북구 오패산로35길 46,,37.61551527,127.0317326
서울특별시 강북구 오현로25길 42,,37.62806326,127.0357165
서울특별시 강북구 덕릉로30길 85,,37.63105976,127.0264444
서울특별시 강북구 삼양로169길 40,,37.66130651,127.0111458
서울특별시 강북구 삼양로99길 17,,37.63886104,127.0164511
서울특별시 강북구 덕릉로51길 9,,37.6367122,127.0355936
서울특별시 강북구 한천로124다길 8,,37.63792241,127.032632
서울특별시 강북구 월계로21가길 3,,37.61386813,127.0374627
서울특별시 강북구 한천로148길 26,,37.64311173,127.0248822
서울특별시 강북구 인수봉로12길 5,,37.62374241,127.0132969
서울특별시 강북구 삼양로130길 9-9,,37.64713317,127.015447
서울특별시 강북구 삼양로73가길 82,,37.62716632,127.0143732
서울특별시 강북구 솔매로37길 5,,37.62559334,127.0224259
서울특별시 강북구 도봉로20가길 2,,37.61871009,127.030162
서울특별시 강북구 삼양로155가길 19,,37.65701352,127.012812
서울특별시 강북구 인수봉로28나길 5,,37.62974662,127.0136934
서울특별시 강북구 인수봉로20가길 21,,37.62606853,127.0134701
서울특별시 강북구 삼양로24가길 15,,37.61777674,127.0229586
서울특별시 강북구 인수봉로 76길 34,,37.64401042,127.0126666
서울특별시 강북구 오현로25마길 24,,37.62778465,127.0347005
서울특별시 강북구 도봉로68길 33,,37.6314635,127.0262352
서울특별시 강북구 삼양로102길 5,,37.64013881,127.0173294
서울특별시 강북구 덕릉로 129,,37.63520952,127.0281464
서울특별시 강북구 덕릉로51길 55,,37.63826642,127.0339306
서울특별시 강북구 도봉로27길 76,,37.61936462,127.0242972
서울특별시 강북구 인수봉로80길 12,,37.64482885,127.0114093
서울특별시 강북구 한천로148길 22,,37.64295708,127.0247029
서울특별시 강북구 오현로4길 6,,37.61613228,127.0311583
서울특별시 강북구 삼양로130길 13,,37.64689313,127.0158354
서울특별시 강북구 인수봉로20나길 13,,37.62690243,127.0129833
서울특별시 강북구 삼양로165길 55,,37.66106734,127.0116363
서울특별시 강북구 삼각산로22길 24,,37.63956528,127.0166231
서울특별시 강북구 오패산로52라길 23,,37.62429276,127.033001
서울특별시 강북구 한천로124나길 29,,37.63813604,127.0312129
서울특별시 강북구 오패산로52아길 11,,37.62702615,127.0311983
서울특별시 강북구 삼양로159길 5,,37.65729508,127.0130803
서울특별시 강북구 인수봉로 42,,37.62383906,127.0130011
서울특별시 강북구 오현로25길 100,,37.62666446,127.0332422
서울특별시 강북구 삼양로24길 34,,37.61758455,127.0225986
서울특별시 강북구 도봉로49길 79,,37.62421068,127.0219342
서울특별시 강북구 도봉로20가길 7,,37.61888684,127.0297406
서울특별시 강북구 인수봉로6가길 13,,37.62245064,127.0139823
서울특별시 강북구 인수봉로28가길 8-3,,37.62886883,127.0132405
서울특별시 강북구 솔매로7다길 16-7,,37.62668221,127.0135866
서울특별시 강북구 도봉로72길 38,,37.63221109,127.0262028
서울특별시 강북구 인수봉로76길 15,,37.64368647,127.0116397
서울특별시 강북구 삼양로130길 8,,37.6465929,127.0154881
서울특별시 강북구 도봉로96길 87-7,,37.63862811,127.0329855
서울특별시 강북구 노해로9길 82,,37.63824788,127.0174789
서울특별시 강북구 덕릉로 147,,37.63536096,127.0301272
서울특별시 강북구 인수봉로 203,,37.637843,127.013224
서울특별시 강북구 도봉로29길 63,,37.61995453,127.0248105
서울특별시 강북구 인수봉로 305-1,,37.64620614,127.0101786
서울특별시 강북구 한천로150길 16-17,,37.64299875,127.0242945
서울특별시 강북구 솔매로49길 14,,37.62709054,127.0269719
서울특별시 강북구 오현로21길 116,,37.62627446,127.0329301
서울특별시 강북구 인수봉로20길 32,,37.62670831,127.0123967
서울특별시 강북구 삼양로165길 48,,37.66094528,127.0121253
서울특별시 강북구 삼각산로22길 2,,37.64054787,127.0166782
서울특별시 강북구 오패산로52라길 35,,37.62367287,127.0332243
서울특별시 강북구 한천로130길 19,,37.63864595,127.0307644
서울특별시 강북구 오패산로52아길 28,,37.62761548,127.030545
서울특별시 강북구 삼양로159길 20,,37.65790525,127.0127776
서울특별시 강북구 인수봉로17길 11,,37.62479435,127.0119462
서울특별시 강북구 삼양로124길 7-14,,37.64592531,127.0164714
서울특별시 강북구 삼양로28길 8-11,,37.61805689,127.0219694
서울특별시 강북구 삼양로54길 125,,37.62359535,127.0248876
서울특별시 강북구 도봉로22길 18,,37.61911319,127.0309724
서울특별시 강북구 삼양로41길 73,,37.62152982,127.0159315
서울특별시 강북구 삼양로77가길 90,,37.62832799,127.0132137
서울특별시 강북구 인수봉로20나길 38,,37.62665345,127.0144593
서울특별시 강북구 도봉로68길 19-3,,37.63143857,127.0253971
서울특별시 강북구 인수봉로 278,,37.64353786,127.0111091
서울특별시 강북구 오현로25라길 69,,37.62628903,127.0336096
서울특별시 강북구 도봉로96길 65-6,,37.63912559,127.0321179
서울특별시 강북구 노해로9길 75,,37.63795161,127.0176074
서울특별시 강북구 솔샘로47길 27,,37.62122291,127.0180312
서울특별시 강북구 인수봉로 229,,37.63966498,127.0123728
서울특별시 강북구 도봉로29길 67,,37.61996984,127.0244818
서울특별시 강북구 4.19로9길 5,,37.64677685,127.0094685
서울특별시 강북구 한천로150길 6-21,,37.64263576,127.0239819
서울특별시 강북구 오패산로35길 8,,37.61487865,127.0332134
서울특별시 강북구 삼양로124길 7-9,,37.6456339,127.0161013
서울특별시 강북구 인수봉로19길 33,,37.62666023,127.0120349
서울특별시 강북구 삼양로169길 12-5,,37.66144392,127.0124927
서울특별시 강북구 삼각산로17길 3,,37.6408297,127.0148162
서울특별시 강북구 오패산로52라길 62,,37.62255718,127.0334199
서울특별시 강북구 한천로124나길 51,,37.63877691,127.0302529
서울특별시 강북구 오패산로52길 123,,37.62785362,127.0310177
서울특별시 강북구 삼양로155길 59,,37.65788838,127.0118371
서울특별시 강북구 인수봉로17길 15,,37.62467457,127.0116306
서울특별시 강북구 오현로25라길 61,,37.62652698,127.0340597
서울특별시 강북구 삼양로24길 52-8,,37.61819183,127.0230325
서울특별시 강북구 도봉로45길 46,,37.62387786,127.0241816
서울특별시 강북구 도봉로18다길 8,,37.61914626,127.0317083
서울특별시 강북구 삼양로41길 52,,37.62178391,127.0172309
서울특별시 강북구 인수봉로 109,,37.62970046,127.0124818
서울특별시 강북구 인수봉로20나길 62,,37.62687997,127.0156911
서울특별시 강북구 도봉로68길 15,,37.63127565,127.0253086
서울특별시 강북구 인수봉로 268-1,,37.6425291,127.0111565
서울특별시 강북구 삼양로124길 5-10,,37.64559692,127.0159885
서울특별시 강북구 도봉로96나길 27,,37.63939808,127.0334854
서울특별시 강북구 노해로9나길 7,,37.63841165,127.0176694
서울특별시 강북구 삼양로68가길 7,,37.62901277,127.0197075
서울특별시 강북구 인수봉로51길 43,,37.63534421,127.0107191
서울특별시 강북구 도봉로29길 86,,37.62038579,127.0235702
서울특별시 강북구 4.19로9길 24,,37.64584026,127.0095262
서울특별시 강북구 노해로 56,,37.64066132,127.02275
서울특별시 강북구 오패산로37길 8,,37.61530117,127.0330946
서울특별시 강북구 솔샘로64길 23,,37.61627751,127.0279961
서울특별시 강북구 인수봉로 83-3,,37.62729904,127.0119245
서울특별시 강북구 삼양로 654,,37.66117486,127.0137204
서울특별시 강북구 삼양로107길 14,,37.64155998,127.015951
서울특별시 강북구 오현로9길 106,,37.62133785,127.0330619
서울특별시 강북구 한천로124나길 66,,37.63933159,127.0297698
서울특별시 강북구 오패산로52아길 50,,37.62842186,127.0299907
서울특별시 강북구 삼양로 159나길 12,,37.65795543,127.0112355
서울특별시 강북구 인수봉로19길 9,,37.62562463,127.0121052
서울특별시 강북구 오현로25라길 54,,37.62682586,127.0342484
서울특별시 강북구 삼양로20나길 30,,37.61605611,127.0240911
서울특별시 강북구 도봉로47길 53,,37.62390491,127.0230937
서울특별시 강북구 도봉로18길 46,,37.61886474,127.03144
서울특별시 강북구 인수봉로6길 47,,37.62215556,127.0153342
서울특별시 강북구 인수봉로29길 3,,37.62987618,127.0130233
서울특별시 강북구 삼양로63길 25-1,,37.62722039,127.0165363
서울특별시 강북구 솔매로45길 95-35,,37.62994073,127.0229582
서울특별시 강북구 인수봉로 261,,37.64204725,127.0106416
서울특별시 강북구 한천로161길 35,,37.64581526,127.0173227
서울특별시 강북구 도봉로96다길 15,,37.63980714,127.0328229
서울특별시 강북구 노해로9길 69,,37.63788293,127.0180162
서울특별시 강북구 도봉로67길 42-16,,37.62974873,127.0215332
서울특별시 강북구 인수봉로55길 39-18,,37.63599127,127.0105179
서울특별시 강북구 삼양로38가길 40,,37.62261499,127.020743
서울특별시 강북구 인수봉로81길 11-8,,37.64532009,127.0098164
서울특별시 강북구 노해로 42-1,,37.63944609,127.0228906
서울특별시 강북구 오패산로37길 6-3,,37.61538179,127.033037
서울특별시 강북구 도봉로15길 19,,37.61643551,127.0285831
서울특별시 강북구 인수봉로23가길 10,,37.62738421,127.0113342
서울특별시 강북구 삼양로170길 16,,37.66118035,127.0143777
서울특별시 강북구 삼양로109길 26,,37.64193271,127.0152662
서울특별시 강북구 오현로9길 111,,37.62149761,127.0327653
서울특별시 강북구 한천로132길 6,,37.63924073,127.0285812
서울특별시 강북구 오패산로48길 12,,37.62127117,127.032621
서울특별시 강북구 삼양로159나길 19,,37.65760312,127.0111269
서울특별시 강북구 인수봉로20길 26,,37.62641138,127.012446
서울특별시 강북구 오현로25길 18-6,,37.62832009,127.0373785
서울특별시 강북구 도봉로37길 54,,37.62187185,127.0245816
서울특별시 강북구 도봉로47길 31,,37.62416765,127.0243591
서울특별시 강북구 도봉로18가길 8,,37.61825367,127.0316405
서울특별시 강북구 인수봉로6길 8,,37.62212879,127.0132049
서울특별시 강북구 인수봉로31길 5,,37.63022868,127.0131546
서울특별시 강북구 삼양로63길 6,,37.62756269,127.0176081
서울특별시 강북구 도봉로65길 40-6,,37.62965591,127.0222935
서울특별시 강북구 인수봉로73길 7-4,,37.64225996,127.0102196
서울특별시 강북구 한천로161길 27-6,,37.64551993,127.0175646
서울특별시 강북구 도봉로102길 70,,37.64020605,127.0331237
서울특별시 강북구 노해로9길 65,,37.6379566,127.0182079
서울특별시 강북구 삼양로58가길 23-8,,37.62769393,127.0203932
서울특별시 강북구 인수봉로61길 65,,37.63729563,127.0102627
서울특별시 강북구 삼양로46가길 18,,37.62346515,127.0200408
서울특별시 강북구 인수봉로79길 13,,37.64485313,127.0100039
서울특별시 강북구 한천로139나길 14-8,,37.63975329,127.0251753
서울특별시 강북구 오현로8길 6,,37.6161267,127.0326762
서울특별시 강북구 삼양로38라길 27,,37.62007236,127.0227134
서울특별시 강북구 인수봉로23가길 4-18,,37.62743191,127.0105746
서울특별시 강북구 삼양로 644,,37.66023049,127.0139255
서울특별시 강북구 삼양로109길 20-5,,37.64212389,127.0155017
서울특별시 강북구 오현로9길 133,,37.62253128,127.0324574
서울특별시 강북구 한천로124가길 53,,37.63852102,127.0298143
서울특별시 강북구 오패산로52사길 61,,37.6286405,127.0302824
서울특별시 강북구 삼양로155나길 30,,37.6580863,127.0107238
서울특별시 강북구 인수봉로20가길 5,,37.62615077,127.0125287
서울특별시 강북구 오현로25길 27,,37.62817013,127.0366667
서울특별시 강북구 오패산로52바길 30,,37.62696002,127.0319242
서울특별시 강북구 도봉로49길 59,,37.62435678,127.0232578
서울특별시 강북구 도봉로18길 29,,37.61815039,127.0311321
서울특별시 강북구 솔샘로31길 10,,37.62066397,127.0125899
서울특별시 강북구 인수봉로37길 10,,37.63187767,127.0131668
서울특별시 강북구 삼양로65길 10,,37.62770542,127.0174363
서울특별시 강북구 도봉로65길 73,,37.62870561,127.0206972
